mun_type;municipality;region;barbershop;bath;museams;cafe;pop;year;oktmo;type;count
Городское поселение;Алагирское;Республика Северная Осетия - Алания;51;NA;1;367;NA;2014;90605101;1;9
Городское поселение;Ардонское;Республика Северная Осетия - Алания;54;NA;NA;490;NA;2014;90610101;1;9
Городское поселение;Бесланское;Республика Северная Осетия - Алания;83;NA;NA;198;NA;2014;90635101;1;9
Городское поселение;Алагирское;Республика Северная Осетия - Алания;54;NA;1;437;NA;2015;90605101;1;9
Городское поселение;Ардонское;Республика Северная Осетия - Алания;27;NA;NA;923;NA;2015;90610101;1;9
Городское поселение;Бесланское;Республика Северная Осетия - Алания;83;NA;NA;198;NA;2015;90635101;1;9
Городское поселение;Алагирское;Республика Северная Осетия - Алания;54;NA;1;437;NA;2016;90605101;1;9
Городское поселение;Ардонское;Республика Северная Осетия - Алания;27;NA;NA;923;NA;2016;90610101;1;9
Городское поселение;Бесланское;Республика Северная Осетия - Алания;83;NA;NA;198;NA;2016;90635101;1;9
Городское поселение;Алагирское;Республика Северная Осетия - Алания;NA;NA;2;437;NA;2017;90605101;1;9
Городское поселение;Ардонское;Республика Северная Осетия - Алания;NA;NA;0;923;NA;2017;90610101;1;9
Городское поселение;Дигорское;Республика Северная Осетия - Алания;NA;NA;NA;268;NA;2017;90615101;1;9
Городское поселение;Моздокское;Республика Северная Осетия - Алания;NA;NA;NA;2661;NA;2017;90630101;1;9
Городское поселение;Бесланское;Республика Северная Осетия - Алания;NA;NA;0;198;NA;2017;90635101;1;9
Городской округ, городской округ с внутригородским делением;город Владикавказ;Республика Северная Осетия - Алания;NA;NA;3;37425;324836;2017;90701000;1;9
Городской округ, городской округ с внутригородским делением;город Владикавказ;Республика Северная Осетия - Алания;NA;NA;NA;NA;323998;2018;90701000;1;9
Городское поселение;Алагирское;Республика Северная Осетия - Алания;NA;NA;NA;NA;NA;2018;90605101;1;9
Городское поселение;Ардонское;Республика Северная Осетия - Алания;NA;NA;NA;NA;NA;2018;90610101;1;9
Городское поселение;Дигорское;Республика Северная Осетия - Алания;NA;NA;NA;NA;NA;2018;90615101;1;9
Городское поселение;Моздокское;Республика Северная Осетия - Алания;NA;NA;NA;NA;NA;2018;90630101;1;9
Городское поселение;Бесланское;Республика Северная Осетия - Алания;NA;NA;NA;NA;NA;2018;90635101;1;9
Городское поселение;поселок городского типа Актюбинский;Республика Татарстан;12;22;NA;190;NA;2010;92602157;1;9
Городское поселение;город Бавлы;Республика Татарстан;37;35;1;1618;NA;2010;92614101;1;9
Городское поселение;город Буинск;Республика Татарстан;19;30;1;190;NA;2010;92618101;1;9
Городское поселение;город Елабуга;Республика Татарстан;98;125;1;3089;NA;2010;92626101;1;9
Городское поселение;город Заинск;Республика Татарстан;80;90;1;1200;NA;2010;92627101;1;9
Городское поселение;город Зеленодольск;Республика Татарстан;149;391;2;704;NA;2010;92628101;1;9
Городское поселение;поселок городского типа Васильево;Республика Татарстан;7;80;1;104;NA;2010;92628155;1;9
Городское поселение;поселок городского типа Кукмор;Республика Татарстан;14;24;1;416;NA;2010;92633151;1;9
Городское поселение;город Менделеевск;Республика Татарстан;23;188;1;393;NA;2010;92639101;1;9
Городское поселение;город Нижнекамск;Республика Татарстан;304;288;1;4710;NA;2010;92644101;1;9
Городское поселение;поселок городского типа Рыбная Слобода;Республика Татарстан;12;30;1;190;NA;2010;92650151;1;9
Городское поселение;поселок городского типа Богатые Сабы;Республика Татарстан;12;30;1;230;NA;2010;92652151;1;9
Городской округ, городской округ с внутригородским делением;город Казань;Республика Татарстан;1874;1752;8;34821;NA;2010;92701000;1;9
Городской округ, городской округ с внутригородским делением;город Набережные Челны;Республика Татарстан;443;404;3;11818;NA;2010;92730000;1;9
Городское поселение;поселок городского типа Актюбинский;Республика Татарстан;11;22;0;150;NA;2011;92602157;1;9
Городское поселение;поселок городского типа Нижняя Мактама;Республика Татарстан;6;4;1;72;NA;2011;92608105;1;9
Городское поселение;город Бавлы;Республика Татарстан;41;35;1;1426;NA;2011;92614101;1;9
Городское поселение;город Буинск;Республика Татарстан;19;30;1;833;NA;2011;92618101;1;9
Городское поселение;город Елабуга;Республика Татарстан;94;125;1;3089;NA;2011;92626101;1;9
Городское поселение;город Заинск;Республика Татарстан;62;102;1;920;NA;2011;92627101;1;9
Городское поселение;город Зеленодольск;Республика Татарстан;165;391;2;814;NA;2011;92628101;1;9
Городское поселение;поселок городского типа Васильево;Республика Татарстан;6;86;1;139;NA;2011;92628155;1;9
Городское поселение;поселок городского типа Кукмор;Республика Татарстан;14;24;1;416;NA;2011;92633151;1;9
Городское поселение;город Менделеевск;Республика Татарстан;23;188;1;NA;NA;2011;92639101;1;9
Городское поселение;город Нижнекамск;Республика Татарстан;304;288;1;5532;NA;2011;92644101;1;9
Городское поселение;поселок городского типа Рыбная Слобода;Республика Татарстан;13;30;1;220;NA;2011;92650151;1;9
Городское поселение;поселок городского типа Богатые Сабы;Республика Татарстан;14;30;1;230;NA;2011;92652151;1;9
Городской округ, городской округ с внутригородским делением;город Казань;Республика Татарстан;1880;1980;8;36355;1145435;2011;92701000;1;9
Городской округ, городской округ с внутригородским делением;город Набережные Челны;Республика Татарстан;461;539;3;13128;513823;2011;92730000;1;9
Городское поселение;поселок городского типа Актюбинский;Республика Татарстан;11;22;0;150;NA;2012;92602157;1;9
Городское поселение;поселок городского типа Нижняя Мактама;Республика Татарстан;6;4;1;152;NA;2012;92608105;1;9
Городское поселение;город Бавлы;Республика Татарстан;50;35;1;1456;NA;2012;92614101;1;9
Городское поселение;город Буинск;Республика Татарстан;19;30;1;833;NA;2012;92618101;1;9
Городское поселение;город Елабуга;Республика Татарстан;94;150;1;3089;NA;2012;92626101;1;9
Городское поселение;город Заинск;Республика Татарстан;62;102;1;920;NA;2012;92627101;1;9
Городское поселение;город Зеленодольск;Республика Татарстан;173;391;2;1130;NA;2012;92628101;1;9
Городское поселение;поселок городского типа Васильево;Республика Татарстан;9;80;1;201;NA;2012;92628155;1;9
Городское поселение;поселок городского типа Кукмор;Республика Татарстан;14;24;1;416;NA;2012;92633151;1;9
Городское поселение;город Менделеевск;Республика Татарстан;25;188;1;378;NA;2012;92639101;1;9
Городское поселение;город Нижнекамск;Республика Татарстан;304;288;1;5760;NA;2012;92644101;1;9
Городское поселение;поселок городского типа Рыбная Слобода;Республика Татарстан;13;30;1;220;NA;2012;92650151;1;9
Городское поселение;поселок городского типа Богатые Сабы;Республика Татарстан;17;30;1;420;NA;2012;92652151;1;9
Городской округ, городской округ с внутригородским делением;город Казань;Республика Татарстан;2443;2980;8;42177;1161308;2012;92701000;1;9
Городской округ, городской округ с внутригородским делением;город Набережные Челны;Республика Татарстан;875;1632;3;14880;516637;2012;92730000;1;9
Городское поселение;поселок городского типа Актюбинский;Республика Татарстан;10;18;NA;NA;NA;2013;92602157;1;9
Городское поселение;поселок городского типа Нижняя Мактама;Республика Татарстан;6;4;1;NA;NA;2013;92608105;1;9
Городское поселение;город Бавлы;Республика Татарстан;50;35;1;1480;NA;2013;92614101;1;9
Городское поселение;город Буинск;Республика Татарстан;19;30;1;833;NA;2013;92618101;1;9
Городское поселение;город Елабуга;Республика Татарстан;94;150;1;3089;NA;2013;92626101;1;9
Городское поселение;город Заинск;Республика Татарстан;66;110;1;1700;NA;2013;92627101;1;9
Городское поселение;город Зеленодольск;Республика Татарстан;181;391;2;1328;NA;2013;92628101;1;9
Городское поселение;поселок городского типа Васильево;Республика Татарстан;11;80;NA;268;NA;2013;92628155;1;9
Городское поселение;поселок городского типа Кукмор;Республика Татарстан;14;24;1;436;NA;2013;92633151;1;9
Городское поселение;город Менделеевск;Республика Татарстан;26;188;1;378;NA;2013;92639101;1;9
Городское поселение;город Нижнекамск;Республика Татарстан;307;300;1;5760;NA;2013;92644101;1;9
Городское поселение;поселок городского типа Богатые Сабы;Республика Татарстан;17;30;1;970;NA;2013;92652151;1;9
Городской округ, городской округ с внутригородским делением;город Казань;Республика Татарстан;2430;2150;8;45878;1176187;2013;92701000;1;9
Городской округ, городской округ с внутригородским делением;город Набережные Челны;Республика Татарстан;870;1632;3;15580;519025;2013;92730000;1;9
Городское поселение;поселок городского типа Актюбинский;Республика Татарстан;11;22;NA;190;NA;2014;92602157;1;9
Городское поселение;поселок городского типа Нижняя Мактама;Республика Татарстан;6;4;NA;152;NA;2014;92608105;1;9
Городское поселение;город Бавлы;Республика Татарстан;43;35;1;1127;NA;2014;92614101;1;9
Городское поселение;город Буинск;Республика Татарстан;22;30;1;950;NA;2014;92618101;1;9
Городское поселение;город Елабуга;Республика Татарстан;188;182;1;2734;NA;2014;92626101;1;9
Городское поселение;город Заинск;Республика Татарстан;96;102;1;1700;NA;2014;92627101;1;9
Городское поселение;город Зеленодольск;Республика Татарстан;185;391;2;1436;NA;2014;92628101;1;9
Городское поселение;поселок городского типа Васильево;Республика Татарстан;11;80;NA;268;NA;2014;92628155;1;9
Городское поселение;поселок городского типа Кукмор;Республика Татарстан;21;24;1;436;NA;2014;92633151;1;9
Городское поселение;город Менделеевск;Республика Татарстан;23;100;1;342;NA;2014;92639101;1;9
Городское поселение;город Нижнекамск;Республика Татарстан;310;260;1;5976;NA;2014;92644101;1;9
Городское поселение;поселок городского типа Рыбная Слобода;Республика Татарстан;24;1;1;750;NA;2014;92650151;1;9
Городское поселение;поселок городского типа Богатые Сабы;Республика Татарстан;17;30;1;970;NA;2014;92652151;1;9
Городской округ, городской округ с внутригородским делением;город Казань;Республика Татарстан;2577;2990;4;41698;1190850;2014;92701000;1;9
Городской округ, городской округ с внутригородским делением;город Набережные Челны;Республика Татарстан;863;1537;2;20401;522048;2014;92730000;1;9
Городское поселение;поселок городского типа Актюбинский;Республика Татарстан;10;22;NA;180;9120;2015;92602157;1;9
Городское поселение;город Бавлы;Республика Татарстан;45;129;1;1184;22114;2015;92614101;1;9
Городское поселение;город Буинск;Республика Татарстан;22;30;1;950;20854;2015;92618101;1;9
Городское поселение;город Елабуга;Республика Татарстан;194;220;1;2926;73366;2015;92626101;1;9
Городское поселение;город Зеленодольск;Республика Татарстан;193;391;2;1632;98462;2015;92628101;1;9
Городское поселение;поселок городского типа Васильево;Республика Татарстан;13;86;NA;268;17420;2015;92628155;1;9
Городское поселение;поселок городского типа Кукмор;Республика Татарстан;21;24;1;836;17479;2015;92633151;1;9
Городское поселение;город Менделеевск;Республика Татарстан;23;100;1;458;22200;2015;92639101;1;9
Городское поселение;город Нижнекамск;Республика Татарстан;322;260;1;6024;235549;2015;92644101;1;9
Городское поселение;поселок городского типа Богатые Сабы;Республика Татарстан;17;30;1;970;8506;2015;92652151;1;9
Городской округ, городской округ с внутригородским делением;город Казань;Республика Татарстан;2538;2752;4;41698;1205651;2015;92701000;1;9
Городской округ, городской округ с внутригородским делением;город Набережные Челны;Республика Татарстан;870;1330;2;20801;524444;2015;92730000;1;9
Городское поселение;поселок городского типа Актюбинский;Республика Татарстан;12;20;NA;210;9112;2016;92602157;1;9
Городское поселение;город Бавлы;Республика Татарстан;41;117;1;1209;22235;2016;92614101;1;9
Городское поселение;город Буинск;Республика Татарстан;40;50;1;976;20886;2016;92618101;1;9
Городское поселение;город Елабуга;Республика Татарстан;181;310;1;2934;73770;2016;92626101;1;9
Городское поселение;город Заинск;Республика Татарстан;96;102;1;2200;41131;2016;92627101;1;9
Городское поселение;город Зеленодольск;Республика Татарстан;197;391;2;1810;98763;2016;92628101;1;9
Городское поселение;поселок городского типа Васильево;Республика Татарстан;15;86;NA;268;17534;2016;92628155;1;9
Городское поселение;поселок городского типа Кукмор;Республика Татарстан;21;24;1;842;17694;2016;92633151;1;9
Городское поселение;город Менделеевск;Республика Татарстан;23;100;1;458;22183;2016;92639101;1;9
Городское поселение;город Нижнекамск;Республика Татарстан;326;260;1;6375;236294;2016;92644101;1;9
Городское поселение;поселок городского типа Богатые Сабы;Республика Татарстан;17;30;1;970;8669;2016;92652151;1;9
Городской округ, городской округ с внутригородским делением;город Казань;Республика Татарстан;3519;2752;4;51698;1216965;2016;92701000;1;9
Городской округ, городской округ с внутригородским делением;город Набережные Челны;Республика Татарстан;780;1130;2;21329;526750;2016;92730000;1;9
Городское поселение;город Агрыз;Республика Татарстан;26;46;1;466;NA;2010;92601101;1;9
Городское поселение;город Азнакаево;Республика Татарстан;40;70;1;420;NA;2010;92602101;1;9
Городское поселение;поселок городского типа Аксубаево;Республика Татарстан;12;10;1;112;NA;2010;92604151;1;9
Городское поселение;поселок городского типа Алексеевское;Республика Татарстан;11;15;1;220;NA;2010;92606151;1;9
Городское поселение;город Альметьевск;Республика Татарстан;120;270;2;3500;NA;2010;92608101;1;9
Городское поселение;поселок городского типа Апастово;Республика Татарстан;9;3;1;120;NA;2010;92610151;1;9
Городское поселение;город Арск;Республика Татарстан;40;25;2;1120;NA;2010;92612151;1;9
Городское поселение;поселок городского типа Балтаси;Республика Татарстан;12;16;NA;365;NA;2010;92615151;1;9
Городское поселение;город Бугульма;Республика Татарстан;95;113;2;1870;NA;2010;92617101;1;9
Городское поселение;поселок городского типа Карабаш;Республика Татарстан;3;16;NA;NA;NA;2010;92617155;1;9
Городское поселение;поселок городского типа Камское Устье;Республика Татарстан;7;50;1;20;NA;2010;92630151;1;9
Городское поселение;город Болгар;Республика Татарстан;8;66;1;210;NA;2010;92632101;1;9
Городское поселение;город Лаишево;Республика Татарстан;15;110;1;206;NA;2010;92634101;1;9
Городское поселение;город Лениногорск;Республика Татарстан;105;60;1;841;NA;2010;92636101;1;9
Городское поселение;город Мамадыш;Республика Татарстан;18;56;1;230;NA;2010;92638101;1;9
Городское поселение;город Мензелинск;Республика Татарстан;30;100;2;606;NA;2010;92640101;1;9
Городское поселение;поселок городского типа Камские Поляны;Республика Татарстан;11;20;NA;35;NA;2010;92644156;1;9
Городское поселение;город Нурлат;Республика Татарстан;54;91;1;960;NA;2010;92646101;1;9
Городское поселение;поселок городского типа Джалиль;Республика Татарстан;16;30;NA;120;NA;2010;92653155;1;9
Городское поселение;поселок городского типа Уруссу;Республика Татарстан;19;30;NA;104;NA;2010;92654151;1;9
Городское поселение;город Тетюши;Республика Татарстан;10;90;1;176;NA;2010;92655101;1;9
Городское поселение;город Чистополь;Республика Татарстан;70;36;1;864;NA;2010;92659101;1;9
Городское поселение;город Агрыз;Республика Татарстан;26;46;2;660;NA;2011;92601101;1;9
Городское поселение;город Азнакаево;Республика Татарстан;40;70;1;420;NA;2011;92602101;1;9
Городское поселение;поселок городского типа Аксубаево;Республика Татарстан;12;10;1;112;NA;2011;92604151;1;9
Городское поселение;поселок городского типа Алексеевское;Республика Татарстан;12;15;1;220;NA;2011;92606151;1;9
Городское поселение;город Альметьевск;Республика Татарстан;124;270;2;3600;NA;2011;92608101;1;9
Городское поселение;поселок городского типа Апастово;Республика Татарстан;10;3;1;120;NA;2011;92610151;1;9
Городское поселение;город Арск;Республика Татарстан;44;25;2;1120;NA;2011;92612151;1;9
Городское поселение;поселок городского типа Балтаси;Республика Татарстан;12;16;NA;476;NA;2011;92615151;1;9
Городское поселение;город Бугульма;Республика Татарстан;96;113;2;1870;NA;2011;92617101;1;9
Городское поселение;поселок городского типа Карабаш;Республика Татарстан;6;18;NA;26;NA;2011;92617155;1;9
Городское поселение;поселок городского типа Камское Устье;Республика Татарстан;7;50;1;20;NA;2011;92630151;1;9
Городское поселение;город Болгар;Республика Татарстан;6;66;1;210;NA;2011;92632101;1;9
Городское поселение;город Лаишево;Республика Татарстан;15;25;1;310;NA;2011;92634101;1;9
Городское поселение;город Лениногорск;Республика Татарстан;105;60;1;980;NA;2011;92636101;1;9
Городское поселение;город Мамадыш;Республика Татарстан;18;56;1;230;NA;2011;92638101;1;9
Городское поселение;город Мензелинск;Республика Татарстан;30;100;2;150;NA;2011;92640101;1;9
Городское поселение;поселок городского типа Камские Поляны;Республика Татарстан;12;15;NA;NA;NA;2011;92644156;1;9
Городское поселение;город Нурлат;Республика Татарстан;79;91;1;692;NA;2011;92646101;1;9
Городское поселение;поселок городского типа Джалиль;Республика Татарстан;18;20;1;120;NA;2011;92653155;1;9
Городское поселение;поселок городского типа Уруссу;Республика Татарстан;16;30;NA;160;NA;2011;92654151;1;9
Городское поселение;город Тетюши;Республика Татарстан;11;90;1;176;NA;2011;92655101;1;9
Городское поселение;город Чистополь;Республика Татарстан;73;78;2;870;NA;2011;92659101;1;9
Городское поселение;город Агрыз;Республика Татарстан;25;46;1;632;NA;2012;92601101;1;9
Городское поселение;город Азнакаево;Республика Татарстан;42;90;1;560;NA;2012;92602101;1;9
Городское поселение;поселок городского типа Аксубаево;Республика Татарстан;12;10;1;112;NA;2012;92604151;1;9
Городское поселение;поселок городского типа Алексеевское;Республика Татарстан;14;15;1;280;NA;2012;92606151;1;9
Городское поселение;город Альметьевск;Республика Татарстан;220;280;6;3570;NA;2012;92608101;1;9
Городское поселение;поселок городского типа Апастово;Республика Татарстан;18;3;1;120;NA;2012;92610151;1;9
Городское поселение;город Арск;Республика Татарстан;49;35;2;1120;NA;2012;92612151;1;9
Городское поселение;поселок городского типа Балтаси;Республика Татарстан;12;16;NA;476;NA;2012;92615151;1;9
Городское поселение;город Бугульма;Республика Татарстан;100;113;2;1870;NA;2012;92617101;1;9
Городское поселение;поселок городского типа Карабаш;Республика Татарстан;6;18;NA;26;NA;2012;92617155;1;9
Городское поселение;поселок городского типа Камское Устье;Республика Татарстан;7;50;1;20;NA;2012;92630151;1;9
Городское поселение;город Болгар;Республика Татарстан;8;40;1;210;NA;2012;92632101;1;9
Городское поселение;город Лаишево;Республика Татарстан;17;25;1;394;NA;2012;92634101;1;9
Городское поселение;город Лениногорск;Республика Татарстан;105;66;1;953;NA;2012;92636101;1;9
Городское поселение;город Мамадыш;Республика Татарстан;18;56;1;230;NA;2012;92638101;1;9
Городское поселение;город Мензелинск;Республика Татарстан;40;100;1;150;NA;2012;92640101;1;9
Городское поселение;поселок городского типа Камские Поляны;Республика Татарстан;12;15;NA;NA;NA;2012;92644156;1;9
Городское поселение;город Нурлат;Республика Татарстан;79;91;1;817;NA;2012;92646101;1;9
Городское поселение;поселок городского типа Джалиль;Республика Татарстан;18;20;1;120;NA;2012;92653155;1;9
Городское поселение;поселок городского типа Уруссу;Республика Татарстан;18;30;NA;240;NA;2012;92654151;1;9
Городское поселение;город Тетюши;Республика Татарстан;13;30;1;215;NA;2012;92655101;1;9
Городское поселение;город Чистополь;Республика Татарстан;73;78;1;1056;NA;2012;92659101;1;9
Городское поселение;город Агрыз;Республика Татарстан;20;46;1;736;NA;2013;92601101;1;9
Городское поселение;город Азнакаево;Республика Татарстан;40;90;1;1488;NA;2013;92602101;1;9
Городское поселение;поселок городского типа Аксубаево;Республика Татарстан;16;10;1;267;NA;2013;92604151;1;9
Городское поселение;поселок городского типа Алексеевское;Республика Татарстан;14;15;1;280;NA;2013;92606151;1;9
Городское поселение;город Альметьевск;Республика Татарстан;240;280;3;2755;NA;2013;92608101;1;9
Городское поселение;поселок городского типа Апастово;Республика Татарстан;18;3;1;120;NA;2013;92610151;1;9
Городское поселение;город Арск;Республика Татарстан;49;35;2;1120;NA;2013;92612151;1;9
Городское поселение;поселок городского типа Балтаси;Республика Татарстан;12;16;NA;476;NA;2013;92615151;1;9
Городское поселение;город Бугульма;Республика Татарстан;100;113;2;1870;NA;2013;92617101;1;9
Городское поселение;поселок городского типа Карабаш;Республика Татарстан;4;20;NA;20;NA;2013;92617155;1;9
Городское поселение;поселок городского типа Камское Устье;Республика Татарстан;7;50;1;100;NA;2013;92630151;1;9
Городское поселение;город Болгар;Республика Татарстан;8;40;1;210;NA;2013;92632101;1;9
Городское поселение;город Лаишево;Республика Татарстан;18;NA;1;468;NA;2013;92634101;1;9
Городское поселение;город Лениногорск;Республика Татарстан;105;66;1;987;NA;2013;92636101;1;9
Городское поселение;город Мамадыш;Республика Татарстан;18;56;1;230;NA;2013;92638101;1;9
Городское поселение;город Мензелинск;Республика Татарстан;40;100;1;150;NA;2013;92640101;1;9
Городское поселение;поселок городского типа Камские Поляны;Республика Татарстан;17;10;NA;175;NA;2013;92644156;1;9
Городское поселение;город Нурлат;Республика Татарстан;81;91;1;845;NA;2013;92646101;1;9
Городское поселение;поселок городского типа Джалиль;Республика Татарстан;20;20;1;120;NA;2013;92653155;1;9
Городское поселение;поселок городского типа Уруссу;Республика Татарстан;15;30;NA;170;NA;2013;92654151;1;9
Городское поселение;город Тетюши;Республика Татарстан;13;30;1;215;NA;2013;92655101;1;9
Городское поселение;город Чистополь;Республика Татарстан;73;84;1;1210;NA;2013;92659101;1;9
Городское поселение;город Агрыз;Республика Татарстан;21;46;1;772;NA;2014;92601101;1;9
Городское поселение;город Азнакаево;Республика Татарстан;40;120;1;1488;NA;2014;92602101;1;9
Городское поселение;поселок городского типа Аксубаево;Республика Татарстан;18;10;1;267;NA;2014;92604151;1;9
Городское поселение;поселок городского типа Алексеевское;Республика Татарстан;14;15;1;280;NA;2014;92606151;1;9
Городское поселение;город Альметьевск;Республика Татарстан;256;517;3;9613;NA;2014;92608101;1;9
Городское поселение;поселок городского типа Апастово;Республика Татарстан;18;NA;1;NA;NA;2014;92610151;1;9
Городское поселение;город Арск;Республика Татарстан;51;35;1;1120;NA;2014;92612151;1;9
Городское поселение;поселок городского типа Балтаси;Республика Татарстан;20;16;NA;350;NA;2014;92615151;1;9
Городское поселение;город Бугульма;Республика Татарстан;125;139;2;1962;NA;2014;92617101;1;9
Городское поселение;поселок городского типа Карабаш;Республика Татарстан;4;24;NA;26;NA;2014;92617155;1;9
Городское поселение;поселок городского типа Камское Устье;Республика Татарстан;7;50;1;310;NA;2014;92630151;1;9
Городское поселение;город Болгар;Республика Татарстан;8;40;1;210;NA;2014;92632101;1;9
Городское поселение;город Лаишево;Республика Татарстан;17;NA;1;394;NA;2014;92634101;1;9
Городское поселение;город Лениногорск;Республика Татарстан;105;66;1;1043;NA;2014;92636101;1;9
Городское поселение;город Мамадыш;Республика Татарстан;20;56;1;270;NA;2014;92638101;1;9
Городское поселение;город Мензелинск;Республика Татарстан;45;100;1;150;NA;2014;92640101;1;9
Городское поселение;поселок городского типа Камские Поляны;Республика Татарстан;17;10;NA;175;NA;2014;92644156;1;9
Городское поселение;город Нурлат;Республика Татарстан;81;91;1;713;NA;2014;92646101;1;9
Городское поселение;поселок городского типа Джалиль;Республика Татарстан;20;20;1;120;NA;2014;92653155;1;9
Городское поселение;поселок городского типа Уруссу;Республика Татарстан;15;30;NA;163;NA;2014;92654151;1;9
Городское поселение;город Тетюши;Республика Татарстан;17;30;1;215;NA;2014;92655101;1;9
Городское поселение;город Чистополь;Республика Татарстан;73;84;1;1244;NA;2014;92659101;1;9
Городское поселение;город Агрыз;Республика Татарстан;22;51;1;832;19738;2015;92601101;1;9
Городское поселение;город Азнакаево;Республика Татарстан;40;120;1;1520;34720;2015;92602101;1;9
Городское поселение;поселок городского типа Аксубаево;Республика Татарстан;18;10;1;267;9984;2015;92604151;1;9
Городское поселение;поселок городского типа Алексеевское;Республика Татарстан;13;15;1;280;11677;2015;92606151;1;9
Городское поселение;город Альметьевск;Республика Татарстан;263;501;3;9613;151157;2015;92608101;1;9
Городское поселение;поселок городского типа Апастово;Республика Татарстан;12;NA;1;380;5729;2015;92610151;1;9
Городское поселение;город Арск;Республика Татарстан;51;35;1;1120;22263;2015;92612151;1;9
Городское поселение;поселок городского типа Балтаси;Республика Татарстан;34;NA;NA;330;8369;2015;92615151;1;9
Городское поселение;город Бугульма;Республика Татарстан;126;174;2;1932;86747;2015;92617101;1;9
Городское поселение;поселок городского типа Карабаш;Республика Татарстан;6;24;NA;26;5121;2015;92617155;1;9
Городское поселение;поселок городского типа Камское Устье;Республика Татарстан;8;50;1;310;4496;2015;92630151;1;9
Городское поселение;город Болгар;Республика Татарстан;9;40;1;210;8725;2015;92632101;1;9
Городское поселение;город Лаишево;Республика Татарстан;17;NA;1;394;9938;2015;92634101;1;9
Городское поселение;город Лениногорск;Республика Татарстан;90;66;1;1159;63635;2015;92636101;1;9
Городское поселение;город Мамадыш;Республика Татарстан;20;56;1;310;15528;2015;92638101;1;9
Городское поселение;город Мензелинск;Республика Татарстан;45;100;1;150;16952;2015;92640101;1;9
Городское поселение;поселок городского типа Камские Поляны;Республика Татарстан;17;10;NA;175;15645;2015;92644156;1;9
Городское поселение;город Нурлат;Республика Татарстан;74;91;1;832;33102;2015;92646101;1;9
Городское поселение;поселок городского типа Джалиль;Республика Татарстан;20;20;NA;175;13892;2015;92653155;1;9
Городское поселение;поселок городского типа Уруссу;Республика Татарстан;17;30;NA;190;10577;2015;92654151;1;9
Городское поселение;город Тетюши;Республика Татарстан;21;30;1;265;11471;2015;92655101;1;9
Городское поселение;город Чистополь;Республика Татарстан;73;84;1;1440;61116;2015;92659101;1;9
Городское поселение;город Агрыз;Республика Татарстан;24;106;1;744;19739;2016;92601101;1;9
Городское поселение;город Азнакаево;Республика Татарстан;35;100;1;1520;34700;2016;92602101;1;9
Городское поселение;поселок городского типа Аксубаево;Республика Татарстан;18;10;1;287;9981;2016;92604151;1;9
Городское поселение;поселок городского типа Алексеевское;Республика Татарстан;13;15;1;280;11720;2016;92606151;1;9
Городское поселение;город Альметьевск;Республика Татарстан;299;501;2;10397;152580;2016;92608101;1;9
Городское поселение;поселок городского типа Апастово;Республика Татарстан;13;4;1;450;5738;2016;92610151;1;9
Городское поселение;город Арск;Республика Татарстан;53;20;1;1370;22692;2016;92612151;1;9
Городское поселение;поселок городского типа Балтаси;Республика Татарстан;30;NA;NA;759;8448;2016;92615151;1;9
Городское поселение;город Бугульма;Республика Татарстан;126;174;2;1932;86085;2016;92617101;1;9
Городское поселение;поселок городского типа Карабаш;Республика Татарстан;6;24;NA;26;5064;2016;92617155;1;9
Городское поселение;поселок городского типа Камское Устье;Республика Татарстан;8;50;1;310;4462;2016;92630151;1;9
Городское поселение;город Болгар;Республика Татарстан;9;16;1;210;8742;2016;92632101;1;9
Городское поселение;город Лаишево;Республика Татарстан;17;26;1;394;10069;2016;92634101;1;9
Городское поселение;город Лениногорск;Республика Татарстан;90;66;1;1159;63314;2016;92636101;1;9
Городское поселение;город Мамадыш;Республика Татарстан;20;56;1;325;15573;2016;92638101;1;9
Городское поселение;город Мензелинск;Республика Татарстан;45;100;1;150;17043;2016;92640101;1;9
Городское поселение;поселок городского типа Камские Поляны;Республика Татарстан;17;10;NA;175;15624;2016;92644156;1;9
Городское поселение;город Нурлат;Республика Татарстан;75;71;1;1032;33141;2016;92646101;1;9
Городское поселение;поселок городского типа Джалиль;Республика Татарстан;24;20;0;175;13708;2016;92653155;1;9
Городское поселение;поселок городского типа Уруссу;Республика Татарстан;13;30;0;163;10637;2016;92654151;1;9
Городское поселение;город Тетюши;Республика Татарстан;21;30;1;277;11433;2016;92655101;1;9
Городское поселение;город Чистополь;Республика Татарстан;73;84;1;1440;60956;2016;92659101;1;9
Городское поселение;поселок городского типа Рыбная Слобода;Республика Татарстан;24;NA;1;750;NA;2013;92650151;1;9
Городское поселение;поселок городского типа Рыбная Слобода;Республика Татарстан;24;NA;1;750;7755;2015;92650151;1;9
Городское поселение;поселок городского типа Рыбная Слобода;Республика Татарстан;24;NA;1;750;7799;2016;92650151;1;9
Городское поселение;город Агрыз;Республика Татарстан;NA;NA;1;784;19704;2017;92601101;1;9
Городское поселение;город Азнакаево;Республика Татарстан;NA;NA;1;1530;34863;2017;92602101;1;9
Городское поселение;поселок городского типа Актюбинский;Республика Татарстан;NA;NA;NA;210;8999;2017;92602157;1;9
